name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status
LB9	SEEG	µV	0.0	512.0	ctx_lh_S_temporal_sup	1024.0	n/a
LB10	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LB11	SEEG	µV	0.0	512.0	ctx_lh_S_temporal_sup	1024.0	n/a
LB12	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LD1	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LD2	SEEG	µV	0.0	512.0	ctx_lh_G_precuneus	1024.0	n/a
LD3	SEEG	µV	0.0	512.0	ctx_lh_G_precuneus	1024.0	n/a
LD4	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LD5	SEEG	µV	0.0	512.0	ctx_lh_G_parietal_sup	1024.0	n/a
LD6	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LD7	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LD8	SEEG	µV	0.0	512.0	ctx_lh_G_parietal_sup	1024.0	n/a
LI2	SEEG	µV	0.0	512.0	ctx_lh_S_precentral-inf-part	1024.0	n/a
LI3	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LI4	SEEG	µV	0.0	512.0	ctx_lh_G_and_S_subcentral	1024.0	n/a
LI5	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LI6	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LI7	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LI8	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LK1	SEEG	µV	0.0	512.0	ctx_rh_G_front_sup	1024.0	n/a
LK2	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LK3	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LK4	SEEG	µV	0.0	512.0	ctx_lh_G_and_S_paracentral	1024.0	n/a
LK5	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LK6	SEEG	µV	0.0	512.0	ctx_lh_S_central	1024.0	n/a
LK7	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LK8	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LK9	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LK10	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LK11	SEEG	µV	0.0	512.0	ctx_lh_G_postcentral	1024.0	n/a
LK12	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LL1	SEEG	µV	0.0	512.0	ctx_lh_S_temporal_sup	1024.0	n/a
LL2	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LL4	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LL5	SEEG	µV	0.0	512.0	ctx_lh_G_pariet_inf-Angular	1024.0	n/a
LL6	SEEG	µV	0.0	512.0	ctx_lh_G_pariet_inf-Supramar	1024.0	n/a
LL7	SEEG	µV	0.0	512.0	ctx_lh_G_pariet_inf-Supramar	1024.0	n/a
LL8	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LL9	SEEG	µV	0.0	512.0	ctx_lh_G_pariet_inf-Supramar	1024.0	n/a
LL10	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LT1	SEEG	µV	0.0	512.0	ctx_lh_S_oc-temp_lat	1024.0	n/a
LT2	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LT3	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LT4	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LT5	SEEG	µV	0.0	512.0	ctx_lh_G_temporal_inf	1024.0	n/a
LY1	SEEG	µV	0.0	512.0	Left-Putamen	1024.0	n/a
LY2	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY3	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY4	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY5	SEEG	µV	0.0	512.0	ctx_lh_S_circular_insula_sup	1024.0	n/a
LY6	SEEG	µV	0.0	512.0	ctx_lh_S_circular_insula_sup	1024.0	n/a
LY7	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY8	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY9	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY11	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY12	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY13	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY14	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY15	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY16	SEEG	µV	0.0	512.0	ctx_lh_S_central	1024.0	n/a
LY17	SEEG	µV	0.0	512.0	ctx_lh_S_central	1024.0	n/a
LY18	SEEG	µV	0.0	512.0	ctx_lh_S_central	1024.0	n/a
RD1	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RD2	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RD3	SEEG	µV	0.0	512.0	ctx_rh_S_intrapariet_and_P_trans	1024.0	n/a
RD4	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RD5	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RD6	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RD7	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RD8	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RO1	SEEG	µV	0.0	512.0	ctx_rh_G_and_S_occipital_inf	1024.0	n/a
RO2	SEEG	µV	0.0	512.0	ctx_rh_S_occipital_ant	1024.0	n/a
RO3	SEEG	µV	0.0	512.0	ctx_rh_S_occipital_ant	1024.0	n/a
RO4	SEEG	µV	0.0	512.0	ctx_rh_S_occipital_ant	1024.0	n/a
RO5	SEEG	µV	0.0	512.0	ctx_rh_S_occipital_ant	1024.0	n/a
RO6	SEEG	µV	0.0	512.0	ctx_rh_G_occipital_middle	1024.0	n/a
RO7	SEEG	µV	0.0	512.0	ctx_rh_G_occipital_middle	1024.0	n/a
RO8	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RY1	SEEG	µV	0.0	512.0	ctx_rh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
RY2	SEEG	µV	0.0	512.0	ctx_rh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
RY3	SEEG	µV	0.0	512.0	ctx_rh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
RY4	SEEG	µV	0.0	512.0	ctx_rh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
RY5	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY6	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY7	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY8	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY9	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY10	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY11	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY13	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY14	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY15	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY16	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY17	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY18	SEEG	µV	0.0	512.0	ctx_rh_S_central	1024.0	n/a
