name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status
RT11	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RT12	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RT13	SEEG	µV	0.0	512.0	ctx_rh_G_temporal_middle	1024.0	n/a
RT14	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RI2	SEEG	µV	0.0	512.0	ctx_rh_G_insular_short	1024.0	n/a
RI3	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RI5	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RI6	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RI7	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RI8	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RO1	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RO2	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RO4	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RO5	SEEG	µV	0.0	512.0	ctx_rh_G_occipital_middle	1024.0	n/a
RO7	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RO8	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RY2	SEEG	µV	0.0	512.0	ctx_rh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
RY3	SEEG	µV	0.0	512.0	ctx_rh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
RY4	SEEG	µV	0.0	512.0	ctx_rh_S_circular_insula_inf	1024.0	n/a
RY5	SEEG	µV	0.0	512.0	ctx_rh_S_circular_insula_inf	1024.0	n/a
RY6	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RY7	SEEG	µV	0.0	512.0	ctx_rh_S_circular_insula_inf	1024.0	n/a
RY8	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RY9	SEEG	µV	0.0	512.0	ctx_rh_G_pariet_inf-Supramar	1024.0	n/a
RY10	SEEG	µV	0.0	512.0	ctx_rh_G_pariet_inf-Supramar	1024.0	n/a
RY11	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY15	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RY16	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RY17	SEEG	µV	0.0	512.0	ctx_rh_S_postcentral	1024.0	n/a
RB1	SEEG	µV	0.0	512.0	ctx_rh_G_temporal_inf	1024.0	n/a
RB2	SEEG	µV	0.0	512.0	ctx_rh_G_temporal_inf	1024.0	n/a
RB3	SEEG	µV	0.0	512.0	ctx_rh_G_temporal_inf	1024.0	n/a
RB4	SEEG	µV	0.0	512.0	ctx_rh_G_temporal_inf	1024.0	n/a
RB5	SEEG	µV	0.0	512.0	ctx_rh_S_oc-temp_lat	1024.0	n/a
RB6	SEEG	µV	0.0	512.0	ctx_rh_S_oc-temp_lat	1024.0	n/a
RB7	SEEG	µV	0.0	512.0	ctx_rh_S_oc-temp_lat	1024.0	n/a
RB8	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
RB9	SEEG	µV	0.0	512.0	ctx_rh_S_oc-temp_lat	1024.0	n/a
RB10	SEEG	µV	0.0	512.0	ctx_rh_S_oc-temp_lat	1024.0	n/a
RB11	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RB12	SEEG	µV	0.0	512.0	ctx_rh_S_oc-temp_lat	1024.0	n/a
RB13	SEEG	µV	0.0	512.0	ctx_rh_G_oc-temp_lat-fusifor	1024.0	n/a
RB14	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RB17	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RB18	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RP5	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RP6	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RP7	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RP8	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RP14	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RP15	SEEG	µV	0.0	512.0	ctx_rh_G_pariet_inf-Supramar	1024.0	n/a
RM1	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RM2	SEEG	µV	0.0	512.0	ctx_rh_S_temporal_sup	1024.0	n/a
RM5	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RM6	SEEG	µV	0.0	512.0	Right-Cerebral-White-Matter	1024.0	n/a
RM7	SEEG	µV	0.0	512.0	ctx_rh_G_pariet_inf-Supramar	1024.0	n/a
LX1	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LX2	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LX3	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LX8	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LX9	SEEG	µV	0.0	512.0	ctx_lh_G_precentral	1024.0	n/a
LH2	SEEG	µV	0.0	512.0	Left-Inf-Lat-Vent	1024.0	n/a
LH3	SEEG	µV	0.0	512.0	Left-Amygdala	1024.0	n/a
LH4	SEEG	µV	0.0	512.0	Left-Hippocampus	1024.0	n/a
LH5	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LH6	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LH7	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LH11	SEEG	µV	0.0	512.0	ctx_lh_S_temporal_sup	1024.0	n/a
LH12	SEEG	µV	0.0	512.0	ctx_lh_G_temporal_middle	1024.0	n/a
LS2	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LS3	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LS6	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LS7	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LS8	SEEG	µV	0.0	512.0	ctx_lh_G_temp_sup-Lateral	1024.0	n/a
LS9	SEEG	µV	0.0	512.0	ctx_lh_G_temp_sup-Lateral	1024.0	n/a
LY2	SEEG	µV	0.0	512.0	ctx_lh_G_insular_short	1024.0	n/a
LY3	SEEG	µV	0.0	512.0	ctx_lh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
LY4	SEEG	µV	0.0	512.0	ctx_lh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
LY5	SEEG	µV	0.0	512.0	ctx_lh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
LY6	SEEG	µV	0.0	512.0	ctx_lh_G_Ins_lg_and_S_cent_ins	1024.0	n/a
LY9	SEEG	µV	0.0	512.0	ctx_lh_S_circular_insula_sup	1024.0	n/a
LY10	SEEG	µV	0.0	512.0	Unknown	1024.0	n/a
LY11	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY13	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY14	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY15	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LY16	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LB1	SEEG	µV	0.0	512.0	ctx_lh_S_collat_transv_ant	1024.0	n/a
LB2	SEEG	µV	0.0	512.0	ctx_lh_G_oc-temp_lat-fusifor	1024.0	n/a
LB3	SEEG	µV	0.0	512.0	ctx_lh_G_oc-temp_lat-fusifor	1024.0	n/a
LB4	SEEG	µV	0.0	512.0	ctx_lh_G_oc-temp_lat-fusifor	1024.0	n/a
LB5	SEEG	µV	0.0	512.0	ctx_lh_G_oc-temp_lat-fusifor	1024.0	n/a
LB6	SEEG	µV	0.0	512.0	ctx_lh_G_oc-temp_lat-fusifor	1024.0	n/a
LB8	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LB9	SEEG	µV	0.0	512.0	ctx_lh_G_oc-temp_lat-fusifor	1024.0	n/a
LB10	SEEG	µV	0.0	512.0	ctx_lh_G_oc-temp_lat-fusifor	1024.0	n/a
LB14	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LB15	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
LB16	SEEG	µV	0.0	512.0	ctx_lh_G_oc-temp_lat-fusifor	1024.0	n/a
LB17	SEEG	µV	0.0	512.0	Left-Cerebral-White-Matter	1024.0	n/a
