onset	duration	trial_type	value	sample
167.17578125	1.0009765625	fixation	+	171188
168.1767578125	2.0	word	deur	172213
170.1767578125	1.00390625	fixation	+	174261
171.1806640625	2.001953125	word	helft	175289
173.1826171875	1.001953125	fixation	+	177339
174.1845703125	1.9970703125	word	donkere	178365
176.181640625	1.0048828125	fixation	+	180410
177.1865234375	2.0	word	het	181439
179.1865234375	1.0	fixation	+	183487
180.1865234375	2.0029296875	word	uit	184511
182.189453125	1.0029296875	fixation	+	186562
183.1923828125	1.9990234375	word	tussen	187589
185.19140625	1.0029296875	fixation	+	189636
186.1943359375	2.0009765625	word	zevenduizend	190663
188.1953125	1.0	fixation	+	192712
189.1953125	2.0029296875	word	de	193736
191.1982421875	1.0009765625	fixation	+	195787
192.19921875	2.001953125	word	tuwiet	196812
194.201171875	1.0009765625	fixation	+	198862
195.2021484375	2.001953125	word	8	199887
197.2041015625	1.0009765625	fixation	+	201937
198.205078125	2.001953125	word	tak	202962
200.20703125	1.001953125	fixation	+	205012
201.208984375	2.0029296875	word	gefluit	206038
203.2119140625	1.0	fixation	+	208089
204.2119140625	2.0009765625	word	kwamen	209113
206.212890625	1.0009765625	fixation	+	211162
207.2138671875	2.0009765625	word	lij	212187
209.21484375	1.0029296875	fixation	+	214236
210.2177734375	2.0009765625	word	met	215263
212.21875	1.0029296875	fixation	+	217312
213.2216796875	2.0	word	bevrijd	218339
215.2216796875	1.0029296875	fixation	+	220387
216.224609375	2.0	word	erheen	221414
218.224609375	1.0	fixation	+	223462
219.224609375	2.00390625	word	vlakbij	224486
221.228515625	1.0009765625	fixation	+	226538
222.2294921875	2.0048828125	word	maar	227563
224.234375	0.9990234375	fixation	+	229616
225.2333984375	2.0029296875	word	struik	230639
227.236328125	1.001953125	fixation	+	232690
228.23828125	2.0	word	als	233716
230.23828125	1.0	fixation	+	235764
231.23828125	2.0	word	er	236788
233.23828125	1.001953125	fixation	+	238836
234.240234375	2.00390625	word	dauwdruppel	239862
236.244140625	1.00390625	fixation	+	241914
237.248046875	2.0	word	tot	242942
239.248046875	1.0029296875	fixation	+	244990
240.2509765625	2.0	word	zanddak	246017
242.2509765625	1.0	fixation	+	248065
243.2509765625	1.9951171875	word	nu	249089
245.24609375	1.01171875	fixation	+	251132
246.2578125	2.0009765625	word	bak	252168
248.2587890625	1.001953125	fixation	+	254217
249.2607421875	2.0	word	om	255243
251.2607421875	1.0048828125	fixation	+	257291
252.265625	2.0029296875	word	zo	258320
254.2685546875	0.9990234375	fixation	+	260371
255.267578125	2.0009765625	word	pak	261394
257.2685546875	1.001953125	fixation	+	263443
258.2705078125	1.998046875	word	onmiddellijk	264469
260.2685546875	1.0029296875	fixation	+	266515
261.271484375	2.0009765625	word	vak	267542
263.2724609375	1.001953125	fixation	+	269591
264.2744140625	2.0029296875	word	alsof	270617
266.27734375	0.998046875	fixation	+	272668
267.275390625	2.00390625	word	verdwaald	273690
269.279296875	1.0029296875	fixation	+	275742
270.2822265625	2.001953125	word	maantje	276769
272.2841796875	1.0	fixation	+	278819
273.2841796875	2.001953125	word	al	279843
275.2861328125	1.001953125	fixation	+	281893
276.2880859375	2.001953125	word	mooie	282919
278.2900390625	1.001953125	fixation	+	284969
279.2919921875	2.0029296875	word	5	285995
281.294921875	1.0009765625	fixation	+	288046
282.2958984375	2.0029296875	word	3	289071
284.298828125	0.9990234375	fixation	+	291122
285.2978515625	2.0	word	je	292145
287.2978515625	1.001953125	fixation	+	294193
288.2998046875	2.001953125	word	haar	295219
290.3017578125	1.001953125	fixation	+	297269
291.3037109375	2.0009765625	word	dak	298295
293.3046875	0.9990234375	fixation	+	300344
294.3037109375	2.0029296875	word	door	301367
296.306640625	1.0029296875	fixation	+	303418
297.3095703125	1.9990234375	word	onschuldig	304445
